DIALOGUE_ID,Prompt
PP--ARTWORK_000619_PP--AUTH_000203_PP--ARTSTYLE_000006_US--EMOT_000005_EX--ANTHR_000001_EX--GOAL_000001_US--TOX_000000_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 18 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Memories of mantegna 1910 1 - Artist name: Konstantin bogaevsky - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Symbolism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Contentment - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Northern renaissance "
PP--ARTWORK_000619_PP--AUTH_000203_PP--ARTSTYLE_000006_US--EMOT_000005_EX--ANTHR_000001_EX--GOAL_000001_US--TOX_000001_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 16 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Memories of mantegna 1910 1 - Artist name: Konstantin bogaevsky - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Symbolism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Contentment - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Color field painting "
PP--ARTWORK_000619_PP--AUTH_000203_PP--ARTSTYLE_000006_US--EMOT_000005_EX--ANTHR_000001_EX--GOAL_000002_US--TOX_000000_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 15 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Memories of mantegna 1910 1 - Artist name: Konstantin bogaevsky - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Symbolism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Contentment - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Minimalism "
PP--ARTWORK_000619_PP--AUTH_000203_PP--ARTSTYLE_000006_US--EMOT_000005_EX--ANTHR_000001_EX--GOAL_000002_US--TOX_000001_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 16 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Memories of mantegna 1910 1 - Artist name: Konstantin bogaevsky - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Symbolism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Contentment - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Post impressionism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000000_EX--ANTHR_000000_EX--GOAL_000001_US--TOX_000000_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 18 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Neutral - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Baroque "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000000_EX--ANTHR_000000_EX--GOAL_000001_US--TOX_000001_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 19 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Neutral - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Symbolism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000000_EX--ANTHR_000000_EX--GOAL_000002_US--TOX_000000_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 19 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Neutral - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Contemporary realism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000000_EX--ANTHR_000000_EX--GOAL_000002_US--TOX_000001_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 15 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Neutral - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Baroque "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000000_EX--ANTHR_000001_EX--GOAL_000001_US--TOX_000000_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 18 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Neutral - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Pointillism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000000_EX--ANTHR_000001_EX--GOAL_000001_US--TOX_000001_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 19 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Neutral - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Romanticism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000000_EX--ANTHR_000001_EX--GOAL_000002_US--TOX_000000_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 18 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Neutral - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Cubism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000000_EX--ANTHR_000001_EX--GOAL_000002_US--TOX_000001_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 18 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Neutral - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Fauvism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000001_EX--ANTHR_000000_EX--GOAL_000001_US--TOX_000000_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 19 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Excitement - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Mannerism late renaissance "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000001_EX--ANTHR_000000_EX--GOAL_000001_US--TOX_000001_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 16 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Excitement - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Realism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000001_EX--ANTHR_000000_EX--GOAL_000002_US--TOX_000000_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 16 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Excitement - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Romanticism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000001_EX--ANTHR_000000_EX--GOAL_000002_US--TOX_000001_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 18 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Excitement - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Impressionism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000001_EX--ANTHR_000001_EX--GOAL_000001_US--TOX_000000_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 18 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Excitement - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Mannerism late renaissance "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000001_EX--ANTHR_000001_EX--GOAL_000001_US--TOX_000001_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 17 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Excitement - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Pointillism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000001_EX--ANTHR_000001_EX--GOAL_000002_US--TOX_000000_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 15 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Excitement - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Pointillism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000001_EX--ANTHR_000001_EX--GOAL_000002_US--TOX_000001_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 16 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Excitement - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Pop art "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000009_EX--ANTHR_000000_EX--GOAL_000001_US--TOX_000000_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 18 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Something else - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Rococo "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000009_EX--ANTHR_000000_EX--GOAL_000001_US--TOX_000001_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 15 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Something else - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Post impressionism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000009_EX--ANTHR_000000_EX--GOAL_000002_US--TOX_000000_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 17 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Something else - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Ukiyo e "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000009_EX--ANTHR_000000_EX--GOAL_000002_US--TOX_000001_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 15 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Something else - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Ukiyo e "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000009_EX--ANTHR_000001_EX--GOAL_000001_US--TOX_000000_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 18 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Something else - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Pointillism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000009_EX--ANTHR_000001_EX--GOAL_000001_US--TOX_000001_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 19 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Something else - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Fauvism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000009_EX--ANTHR_000001_EX--GOAL_000002_US--TOX_000000_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 17 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Something else - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Analytical cubism "
PP--ARTWORK_000620_PP--AUTH_000001_PP--ARTSTYLE_000000_US--EMOT_000009_EX--ANTHR_000001_EX--GOAL_000002_US--TOX_000001_US--BIAS_000000_US--ROL_000002_,"Create a dialogue between an expert and a User with a minimum of 19 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life vase with fifteen sunflowers 1888 - Artist name: Vincent van gogh - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Post impressionism Expert profile: - Expert characteristic: The expert expresses emotions, opinions, preferences, feelings and tastes - Expert goal: The expert deeply describes the artwork considering the painting information above User profile: - User emotion: Something else - User role: The user listens to the descriptions of the expert. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Post impressionism "
PP--ARTWORK_000621_PP--AUTH_000115_PP--ARTSTYLE_000001_US--EMOT_000000_EX--ANTHR_000000_EX--GOAL_000001_US--TOX_000000_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 17 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life with flowers and fruits 1882 - Artist name: Mihaly munkacsy - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Realism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Neutral - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The user is polite - User characteristic 2: Nan - User preferred artistic movement: Naive art primitivism "
PP--ARTWORK_000621_PP--AUTH_000115_PP--ARTSTYLE_000001_US--EMOT_000000_EX--ANTHR_000000_EX--GOAL_000001_US--TOX_000001_US--BIAS_000000_US--ROL_000001_,"Create a dialogue between an expert and a User with a minimum of 15 turns in the context of a museum considering the following information below. Painting profile: - Painting title: Still life with flowers and fruits 1882 - Artist name: Mihaly munkacsy - Typical triggered emotion in viewers: Excitement - Artistic movement or school: Realism Expert profile: - Expert characteristic: The expert is neutral and does not provide personal emotions, opinions, preferences, feelings and tastes - Expert goal: The expert is an intelligent tutor who teaches the user about different aspects of a particular painting. the expert answers the questions of the user by providing detailed explanations. then, the expert also asks several questions to the user to test his or her knowledge and understanding capabilities about the painting information User profile: - User emotion: Neutral - User role: The user acts as a student that sometimes provides correct answers while others not to the questions. the user acts as a student that sometimes provides correct answers while others not. the user asks personal questions to the expert asking for feelings, emotions, opinions - User characteristic 1: The human is rude, toxic and includes bad words, insults and offences to the expert, and can show sexual desires - User characteristic 2: Nan - User preferred artistic movement: Fauvism "
